Text,Label,Tagger,Case
"לשם השוואה, יוזכר, כי שם דובר ברימון הלם אחד ואילו כאן מדובר בשבעה רימונים – מסוג גז והלם – וכן שכאן הנאשם עצמו גנב את הרימונים מהבסיס בו שירת כחייל בשירות סדיר בצה""ל, לשם מכירתם;",CIR_TYPE_WEP,Hofit,train
"לשם השוואה, יוזכר, כי שם דובר ברימון הלם אחד ואילו כאן מדובר בשבעה רימונים – מסוג גז והלם – וכן שכאן הנאשם עצמו גנב את הרימונים מהבסיס בו שירת כחייל בשירות סדיר בצה""ל, לשם מכירתם;",CIR_TYPE_WEP,Hofit,train
"לשם השוואה, יוזכר, כי שם דובר ברימון הלם אחד ואילו כאן מדובר בשבעה רימונים – מסוג גז והלם – וכן שכאן הנאשם עצמו גנב את הרימונים מהבסיס בו שירת כחייל בשירות סדיר בצה""ל, לשם מכירתם;",CIR_TYPE_WEP,Hofit,train
"ב""כ המאשימה הדגישה בטיעוניה את חומרת עבירות הנשק, ציינה כי מדובר בתת מקלע אשר נרכש בתמורה לסך 20,000 ₪, אשר הוסתר על ידי הנאשם;",CIR_TYPE_WEP,Hofit,train
"ב""כ המאשימה הדגישה בטיעוניה את חומרת עבירות הנשק, ציינה כי מדובר בתת מקלע אשר נרכש בתמורה לסך 20,000 ₪, אשר הוסתר על ידי הנאשם;",CIR_TYPE_WEP,Hofit,train
"ב""כ המאשימה הדגישה בטיעוניה את חומרת עבירות הנשק, ציינה כי מדובר בתת מקלע אשר נרכש בתמורה לסך 20,000 ₪, אשר הוסתר על ידי הנאשם;",CIR_TYPE_WEP,Hofit,train
"בכך, חמור ענינו של הנאשם ממקרה של נשיאת נשק בעל קנה קצר, מסוג אקדח;",CIR_TYPE_WEP,Hofit,train
"ברם, אין מדובר בתת מקלע בקליבר של 9 מ""מ אלא קליבר של 7;65 מ""מ שפוטנציאל הנזק ממנו נמוך יותר;",CIR_TYPE_WEP,Hofit,train
"לצורך כך, כשבוע עובר ליום 18;10;17, נסע הנאשם לחברון שם פגש אדם שזהותו אינה ידועה למאשימה (להלן: ""המוכר"") אשר הציע לו לרכוש תת מקלע מסוג ""Scorpion"" קליבר 7;65 מ""מ, מספר סידורי D5296 (להלן: ""הנשק"") תמורת 20,000 ₪;",CIR_TYPE_WEP,Hofit,train
"לצורך כך, כשבוע עובר ליום 18;10;17, נסע הנאשם לחברון שם פגש אדם שזהותו אינה ידועה למאשימה (להלן: ""המוכר"") אשר הציע לו לרכוש תת מקלע מסוג ""Scorpion"" קליבר 7;65 מ""מ, מספר סידורי D5296 (להלן: ""הנשק"") תמורת 20,000 ₪;",CIR_TYPE_WEP,Hofit,train
"לצורך כך, כשבוע עובר ליום 18;10;17, נסע הנאשם לחברון שם פגש אדם שזהותו אינה ידועה למאשימה (להלן: ""המוכר"") אשר הציע לו לרכוש תת מקלע מסוג ""Scorpion"" קליבר 7;65 מ""מ, מספר סידורי D5296 (להלן: ""הנשק"") תמורת 20,000 ₪;",CIR_TYPE_WEP,Hofit,train
"לצורך כך, כשבוע עובר ליום 18;10;17, נסע הנאשם לחברון שם פגש אדם שזהותו אינה ידועה למאשימה (להלן: ""המוכר"") אשר הציע לו לרכוש תת מקלע מסוג ""Scorpion"" קליבר 7;65 מ""מ, מספר סידורי D5296 (להלן: ""הנשק"") תמורת 20,000 ₪;",CIR_TYPE_WEP,Hofit,train
"עוד התחשבתי בכך שעסקינן בתת מקלע, המאפשר ירי לטווח רחוק המיועד לפי טיבו ומהותו לפגיעה בנפש או לגרימת נזק היקפי גדול בגוף האדם,  והוא בעל פוטנציאל קטילה של ממש;",CIR_TYPE_WEP,Hofit,train
"אשר לנסיבות המיוחדות של הגעת האקדח לידי הנאשם, מצאתי שיש בהן פן מקל ופן מחמיר;",CIR_TYPE_WEP,Hofit,train
את דבריו חתם בכך שטען שאמנם הנאשם הורשע בעבירת החזקת אקדח ללא רישיון ברם הנסיבות הן חריגות ויוצאות דופן וכך גם נדרש להתייחס אליהן;,CIR_TYPE_WEP,Hofit,train
את דבריו חתם בכך שטען שאמנם הנאשם הורשע בעבירת החזקת אקדח ללא רישיון ברם הנסיבות הן חריגות ויוצאות דופן וכך גם נדרש להתייחס אליהן;,CIR_TYPE_WEP,Hofit,train
את דבריו חתם בכך שטען שאמנם הנאשם הורשע בעבירת החזקת אקדח ללא רישיון ברם הנסיבות הן חריגות ויוצאות דופן וכך גם נדרש להתייחס אליהן;,CIR_TYPE_WEP,Hofit,train
"ב""כ הנאשם חלק על דברי התובעת שטענה שהחזקת אקדח בעת שקיים סכסוך פעיל היא נסיבה לחומרה וטען לעומתה שהנאשם עשה את המעשה הנכון בכך שלקח את האקדח מבית אחיו ומנע בכך סיכון לאחייניו הקטנים;",CIR_TYPE_WEP,Hofit,train
"ב""כ הנאשם חלק על דברי התובעת שטענה שהחזקת אקדח בעת שקיים סכסוך פעיל היא נסיבה לחומרה וטען לעומתה שהנאשם עשה את המעשה הנכון בכך שלקח את האקדח מבית אחיו ומנע בכך סיכון לאחייניו הקטנים;",CIR_TYPE_WEP,Hofit,train
"ביום 27;03;2019, בעת חיפוש שנערך בביתו של הנאשם, נמצאו האקדח והמחסנית מוסלקים בתוך כובע גרב בחדר השינה בביתו;",CIR_TYPE_WEP,Hofit,train
"ביום 27;03;2019, בעת חיפוש שנערך בביתו של הנאשם, נמצאו האקדח והמחסנית מוסלקים בתוך כובע גרב בחדר השינה בביתו;",CIR_TYPE_WEP,Hofit,train
"ביום 27;03;2019, בעת חיפוש שנערך בביתו של הנאשם, נמצאו האקדח והמחסנית מוסלקים בתוך כובע גרב בחדר השינה בביתו;",CIR_TYPE_WEP,Hofit,train
"החזקת האקדח ברשות הנאשם כשהוא מוסתר פותחת פתח של  זמינות לשימוש בו, ומשמרת זמינות זו לאורך זמן ועד למועד שבו אפשר שייעשה בו שימוש מצד הנאשם או מצד אחרים;",CIR_TYPE_WEP,Hofit,train
"החזקת האקדח ברשות הנאשם כשהוא מוסתר פותחת פתח של  זמינות לשימוש בו, ומשמרת זמינות זו לאורך זמן ועד למועד שבו אפשר שייעשה בו שימוש מצד הנאשם או מצד אחרים;",CIR_TYPE_WEP,Hofit,train
היעדר תכנון שקדם לביצוע העבירה; כאמור העבירה לא נעברה לאחר תכנון מוקדם אלא שהאקדח נקרה בדרכו של הנאשם לאחר רצח אחיו והוא נטל אותו לחזקתו;,CIR_TYPE_WEP,Hofit,train
היעדר תכנון שקדם לביצוע העבירה; כאמור העבירה לא נעברה לאחר תכנון מוקדם אלא שהאקדח נקרה בדרכו של הנאשם לאחר רצח אחיו והוא נטל אותו לחזקתו;,CIR_TYPE_WEP,Hofit,train
היעדר תכנון שקדם לביצוע העבירה; כאמור העבירה לא נעברה לאחר תכנון מוקדם אלא שהאקדח נקרה בדרכו של הנאשם לאחר רצח אחיו והוא נטל אותו לחזקתו;,CIR_TYPE_WEP,Hofit,train
"הנאשם ניצל את זכותו למילה האחרונה ובדבריו לפניי כשהוא בוכה, סיפר שהוא קשור מאוד לילדים ולמשפחה, ושלקח את האקדח כיוון שחפץ למנוע בעיות וכדי שאף אחד לא יפגע;",CIR_TYPE_WEP,Hofit,train
"הנאשם ניצל את זכותו למילה האחרונה ובדבריו לפניי כשהוא בוכה, סיפר שהוא קשור מאוד לילדים ולמשפחה, ושלקח את האקדח כיוון שחפץ למנוע בעיות וכדי שאף אחד לא יפגע;",CIR_TYPE_WEP,Hofit,train
"הנאשם ניצל את זכותו למילה האחרונה ובדבריו לפניי כשהוא בוכה, סיפר שהוא קשור מאוד לילדים ולמשפחה, ושלקח את האקדח כיוון שחפץ למנוע בעיות וכדי שאף אחד לא יפגע;",CIR_TYPE_WEP,Hofit,train
"הפן המחמיר עלה בטיעוני ב""כ המאשימה אשר הדגישה בצדק שהחזקת אקדח שעה שתלוי ועומד סכסוך דמים פעיל, היא נסיבה לחומרה;",CIR_TYPE_WEP,Hofit,train
"חלקו היחסי של הנאשם בביצוע העבירה; כאמור, על פי המצע העובדתי שפרשה ההגנה, לקח הנאשם את האקדח והטמינו בביתו בתוך כובע גרב שהונח בחדר השינה שלו, עד שמסרו לשוטרים אשר הגיעו לערוך חיפוש בביתו;",CIR_TYPE_WEP,Hofit,train
"חלקו היחסי של הנאשם בביצוע העבירה; כאמור, על פי המצע העובדתי שפרשה ההגנה, לקח הנאשם את האקדח והטמינו בביתו בתוך כובע גרב שהונח בחדר השינה שלו, עד שמסרו לשוטרים אשר הגיעו לערוך חיפוש בביתו;",CIR_TYPE_WEP,Hofit,train
כך גם האקדח שהוסתר בידי הנאשם עלול היה להתגלגל לידיים עויינות ולהמיט אסון עד כדי אובדן חיי אדם ממש;,CIR_TYPE_WEP,Hofit,train
"לדבריו היה אובד עצות, לא ידע מה לעשות ולא סיפר אודות האקדח לאביו ולאחיו, ולו היה מספר ייתכן שהיו מכוונים אותו לעשות את הדבר הנכון;",CIR_TYPE_WEP,Hofit,train
"לדבריו היה אובד עצות, לא ידע מה לעשות ולא סיפר אודות האקדח לאביו ולאחיו, ולו היה מספר ייתכן שהיו מכוונים אותו לעשות את הדבר הנכון;",CIR_TYPE_WEP,Hofit,train
לשיטתו מדובר באדם שטעה בשיקול דעתו ולא בעבריין ולהדגשת הדברים הפנה לכך שבעת החיפוש היה זה הנאשם אשר הביא את האקדח לשוטרים וטביעות אצבעותיו לא נמצאו עליו;,CIR_TYPE_WEP,Hofit,train
"נסיבות ביצוע העבירה חריגות ויוצאות דופן; נסיבות מציאת האקדח על רקע האסון שפקד את משפחת הנאשם, הן חריגות;",CIR_TYPE_WEP,Hofit,train
"נסיבות ביצוע העבירה חריגות ויוצאות דופן; נסיבות מציאת האקדח על רקע האסון שפקד את משפחת הנאשם, הן חריגות;",CIR_TYPE_WEP,Hofit,train
"עוד אמר שטעה כשלקח את האקדח אולם לא עשה זאת למטרה עבריינית, וכאשר הגיעו שוטרים לביתו לערוך חיפוש, הוציא את האקדח ממקום מחבואו ומסר להם אותו מיוזמתו;",CIR_TYPE_WEP,Hofit,train
"עוד אמר שטעה כשלקח את האקדח אולם לא עשה זאת למטרה עבריינית, וכאשר הגיעו שוטרים לביתו לערוך חיפוש, הוציא את האקדח ממקום מחבואו ומסר להם אותו מיוזמתו;",CIR_TYPE_WEP,Hofit,train
"עוד הוסכם שההגנה תטען שהנאשם מצא אקדח ומחסנית ריקה בבית אחיו שנרצח, חשש שילדיו הקטנים של האח ישחקו באקדח, פחד לדווח למשטרה, ועל כן לקח את האקדח והמחסנית לביתו, והמאשימה לא תביא ראיות לסתור עובדות אלה;",CIR_TYPE_WEP,Hofit,train
"עוד הוסכם שההגנה תטען שהנאשם מצא אקדח ומחסנית ריקה בבית אחיו שנרצח, חשש שילדיו הקטנים של האח ישחקו באקדח, פחד לדווח למשטרה, ועל כן לקח את האקדח והמחסנית לביתו, והמאשימה לא תביא ראיות לסתור עובדות אלה;",CIR_TYPE_WEP,Hofit,train
"על פי עובדות כתב האישום, מספר ימים עובר ליום 27;03;2019, החל ממועד שאינו ידוע במדויק, החזיק הנאשם בביתו אקדח מסוג CARRERA בקוטר 9 מ""מ (להלן: ""האקדח""), וכן, מחסנית ריקה;",CIR_TYPE_WEP,Hofit,train
"על פי עובדות כתב האישום, מספר ימים עובר ליום 27;03;2019, החל ממועד שאינו ידוע במדויק, החזיק הנאשם בביתו אקדח מסוג CARRERA בקוטר 9 מ""מ (להלן: ""האקדח""), וכן, מחסנית ריקה;",CIR_TYPE_WEP,Hofit,train
"על פי עובדות כתב האישום, מספר ימים עובר ליום 27;03;2019, החל ממועד שאינו ידוע במדויק, החזיק הנאשם בביתו אקדח מסוג CARRERA בקוטר 9 מ""מ (להלן: ""האקדח""), וכן, מחסנית ריקה;",CIR_TYPE_WEP,Hofit,train
"עם זאת הכיר בכך שהנאשם טעה בשיקול דעתו כאשר לא דיווח אודות מציאת האקדח למשטרה, לגרסת הנאשם בשל פחד שנבע מחוסר אמון במשטרת ישראל בקרב תושבי מזרח ירושלים;",CIR_TYPE_WEP,Hofit,train
"עם זאת הכיר בכך שהנאשם טעה בשיקול דעתו כאשר לא דיווח אודות מציאת האקדח למשטרה, לגרסת הנאשם בשל פחד שנבע מחוסר אמון במשטרת ישראל בקרב תושבי מזרח ירושלים;",CIR_TYPE_WEP,Hofit,train
"שיתוף הפעולה של הנאשם עם רשויות אכיפת החוק; הנאשם שיתף פעולה באופן מלא עם שוטרים שבאו לערוך חיפוש בביתו, לא הכשיל את החיפוש, לא המתין בחוסר מעש כדי להיווכח אם יימצא האקדח אם לאו, אלא הוציא את האקדח ממקום מחבואו ומסרו לשוטרים מיוזמתו;",CIR_TYPE_WEP,Hofit,train
"שיתוף הפעולה של הנאשם עם רשויות אכיפת החוק; הנאשם שיתף פעולה באופן מלא עם שוטרים שבאו לערוך חיפוש בביתו, לא הכשיל את החיפוש, לא המתין בחוסר מעש כדי להיווכח אם יימצא האקדח אם לאו, אלא הוציא את האקדח ממקום מחבואו ומסרו לשוטרים מיוזמתו;",CIR_TYPE_WEP,Hofit,train
"שיתוף הפעולה של הנאשם עם רשויות אכיפת החוק; הנאשם שיתף פעולה באופן מלא עם שוטרים שבאו לערוך חיפוש בביתו, לא הכשיל את החיפוש, לא המתין בחוסר מעש כדי להיווכח אם יימצא האקדח אם לאו, אלא הוציא את האקדח ממקום מחבואו ומסרו לשוטרים מיוזמתו;",CIR_TYPE_WEP,Hofit,train
"בכתב האישום מתואר כי ביום 10;12;20 התקשר הסוכן לנאשם והשניים קבעו פגישה בבית חנינה, שם הציע הנאשם לסוכן לרכוש אחד משני אקדחים שהיו ברשותו – סטאר תמורת 30,000 ₪ או גלוק תמורת 45,000 ₪;",CIR_TYPE_WEP,Hofit,train
"בכתב האישום מתואר כי ביום 10;12;20 התקשר הסוכן לנאשם והשניים קבעו פגישה בבית חנינה, שם הציע הנאשם לסוכן לרכוש אחד משני אקדחים שהיו ברשותו – סטאר תמורת 30,000 ₪ או גלוק תמורת 45,000 ₪;",CIR_TYPE_WEP,Hofit,train
"בסופו של דבר שילם הסוכן סכום של 29,500 ₪ תמורת האקדח והמחסנית;",CIR_TYPE_WEP,Hofit,train
"בסופו של דבר שילם הסוכן סכום של 29,500 ₪ תמורת האקדח והמחסנית;",CIR_TYPE_WEP,Hofit,train
"הוא ציין בעניינו של הנאשם שמדובר בנשק מאולתר ותקול, וטען כי העונש מושפע מהפרטים והנסיבות השונות;",CIR_TYPE_WEP,Hofit,train
"על פי עובדות כתב האישום המתוקן, הנאשם התקשר עם סוכן משטרתי סמוי בעסקה לרכישת אקדח 9 מ""מ מסוג סטאר בחודש דצמבר 2019 תמורת 30,000 ₪;",CIR_TYPE_WEP,Hofit,train
"על פי עובדות כתב האישום המתוקן, הנאשם התקשר עם סוכן משטרתי סמוי בעסקה לרכישת אקדח 9 מ""מ מסוג סטאר בחודש דצמבר 2019 תמורת 30,000 ₪;",CIR_TYPE_WEP,Hofit,train
"על פי עובדות כתב האישום המתוקן, הנאשם התקשר עם סוכן משטרתי סמוי בעסקה לרכישת אקדח 9 מ""מ מסוג סטאר בחודש דצמבר 2019 תמורת 30,000 ₪;",CIR_TYPE_WEP,Hofit,train
"הנאשם נמצא מחזיק ברכבו, בנצרת, אקדח ומחסנית תואמת ובה שלושה-עשר כדורים;",CIR_TYPE_WEP,Hofit,train
"הנאשם נמצא מחזיק ברכבו, בנצרת, אקדח ומחסנית תואמת ובה שלושה-עשר כדורים;",CIR_TYPE_WEP,Hofit,train
"הנאשם נמצא מחזיק ברכבו, בנצרת, אקדח ומחסנית תואמת ובה שלושה-עשר כדורים;",CIR_TYPE_WEP,Hofit,train
"לפי כתב האישום המתוקן, ביום 22;8;19, בעיר נצרת, החזיק הנאשם בתא הכפפות של רכבו, אקדח מסוג ""אסטרה"" ומחסנית תואמת מלאה בשלושה-עשר כדורים;",CIR_TYPE_WEP,Hofit,train
"לפי כתב האישום המתוקן, ביום 22;8;19, בעיר נצרת, החזיק הנאשם בתא הכפפות של רכבו, אקדח מסוג ""אסטרה"" ומחסנית תואמת מלאה בשלושה-עשר כדורים;",CIR_TYPE_WEP,Hofit,train
"לפי כתב האישום המתוקן, ביום 22;8;19, בעיר נצרת, החזיק הנאשם בתא הכפפות של רכבו, אקדח מסוג ""אסטרה"" ומחסנית תואמת מלאה בשלושה-עשר כדורים;",CIR_TYPE_WEP,Hofit,train
"במהלך החודשים דצמבר 2016 ועד אפריל 2017 במסגרת הפעלתו של סוכן משטרתי, נודע לסוכן כי הנאשם מחזיק, יחד עם אחרים, במטען צינור מאולתר על רקע סכסוך פעיל עם אחר;",CIR_TYPE_WEP,Hofit,train
"במהלך החודשים דצמבר 2016 ועד אפריל 2017 במסגרת הפעלתו של סוכן משטרתי, נודע לסוכן כי הנאשם מחזיק, יחד עם אחרים, במטען צינור מאולתר על רקע סכסוך פעיל עם אחר;",CIR_TYPE_WEP,Hofit,train
"במטען שהנאשם החזיק, חומר הנפץ היה במשקל של פחות מ- 12 גרם;",CIR_TYPE_WEP,Hofit,train
"במטען שהנאשם החזיק, חומר הנפץ היה במשקל של פחות מ- 12 גרם;",CIR_TYPE_WEP,Hofit,train
המטען כאן הוא מטען מאולתר;,CIR_TYPE_WEP,Hofit,train
"הנאשם החזיק במטען הצינור יחד עם אנשים נוספים, ואחר כך מסר את המטען לסוכן המשטרתי;",CIR_TYPE_WEP,Hofit,train
"הנאשם החזיק במטען הצינור יחד עם אנשים נוספים, ואחר כך מסר את המטען לסוכן המשטרתי;",CIR_TYPE_WEP,Hofit,train
"הנאשם החזיק במטען הצינור יחד עם אנשים נוספים, ואחר כך מסר את המטען לסוכן המשטרתי;",CIR_TYPE_WEP,Hofit,train
הנאשם החזיק במטען כחלק מהתנהלות עבריינית;,CIR_TYPE_WEP,Hofit,train
"הנאשם החזיק, יחד עם אחרים, בסמוך לביתו, מטען צינור מאולתר אשר בכוחו להמית אדם, ובמועד מסוים הוא מסר את המטען לסוכן משטרתי;",CIR_TYPE_WEP,Hofit,train
"הנאשם החזיק, יחד עם אחרים, בסמוך לביתו, מטען צינור מאולתר אשר בכוחו להמית אדם, ובמועד מסוים הוא מסר את המטען לסוכן משטרתי;",CIR_TYPE_WEP,Hofit,train
"הנאשם החזיק, יחד עם אחרים, בסמוך לביתו, מטען צינור מאולתר אשר בכוחו להמית אדם, ובמועד מסוים הוא מסר את המטען לסוכן משטרתי;",CIR_TYPE_WEP,Hofit,train
"העובדה שהנאשם היה בין המחזיקים במטען; העובדה שהנאשם ידע היכן הוסתר המטען; והעובדה שהוא לקח את המטען ממקום הימצאו ומסרו לסוכן המשטרתי; מלמדות שחלקו של הנאשם בביצוע העבירה, משמעותי;",CIR_TYPE_WEP,Hofit,train
"העובדה שהנאשם היה בין המחזיקים במטען; העובדה שהנאשם ידע היכן הוסתר המטען; והעובדה שהוא לקח את המטען ממקום הימצאו ומסרו לסוכן המשטרתי; מלמדות שחלקו של הנאשם בביצוע העבירה, משמעותי;",CIR_TYPE_WEP,Hofit,train
"הצינור הכיל כ- 11;8 גרם חומר נפץ - אבק שריפה ללא עשן וניטרוגליצירין –  וחובר אליו פתיל ייזום, שעליו גרגירי חומר נפץ;",CIR_TYPE_WEP,Hofit,train
"הצינור הכיל כ- 11;8 גרם חומר נפץ - אבק שריפה ללא עשן וניטרוגליצירין –  וחובר אליו פתיל ייזום, שעליו גרגירי חומר נפץ;",CIR_TYPE_WEP,Hofit,train
"לבקשת הסוכן, בתאריך 22;03;17 בסמוך לשעה 18:20, הנאשם נפגש עם הסוכן בחנייה הסמוכה לבית הנאשם בקריית גת כדי למסור לסוכן את מטען הצינור המאולתר, ואכן, הנאשם מסר לסוכן מטען צינור מאולתר, שבכוחו להמית;",CIR_TYPE_WEP,Hofit,train
"לבקשת הסוכן, בתאריך 22;03;17 בסמוך לשעה 18:20, הנאשם נפגש עם הסוכן בחנייה הסמוכה לבית הנאשם בקריית גת כדי למסור לסוכן את מטען הצינור המאולתר, ואכן, הנאשם מסר לסוכן מטען צינור מאולתר, שבכוחו להמית;",CIR_TYPE_WEP,Hofit,train
"לבקשת הסוכן, בתאריך 22;03;17 בסמוך לשעה 18:20, הנאשם נפגש עם הסוכן בחנייה הסמוכה לבית הנאשם בקריית גת כדי למסור לסוכן את מטען הצינור המאולתר, ואכן, הנאשם מסר לסוכן מטען צינור מאולתר, שבכוחו להמית;",CIR_TYPE_WEP,Hofit,train
"למרות נתוני המטען, עדיין מדובר במטען חבלה המסוגל להמית אדם, המוחזק בידיים עברייניות;",CIR_TYPE_WEP,Hofit,train
"מטען החבלה היה בנוי מצינור מתכתי באורך של כ- 9 ס""מ ובקוטר של 1/2 צול, שקצותיו נאטמו בכיפות מתכת תואמות שהוברגו אליו;",CIR_TYPE_WEP,Hofit,train
"על פי כתב האישום המתוקן, הנאשם החזיק, בסמוך לביתו, מטען צינור מאולתר אשר בכוחו להמית אדם, ובמועד מסוים הוא מסר את המטען לסוכן משטרתי;",CIR_TYPE_WEP,Hofit,train
"על פי כתב האישום המתוקן, הנאשם החזיק, בסמוך לביתו, מטען צינור מאולתר אשר בכוחו להמית אדם, ובמועד מסוים הוא מסר את המטען לסוכן משטרתי;",CIR_TYPE_WEP,Hofit,train
"על פי כתב האישום המתוקן, הנאשם החזיק, בסמוך לביתו, מטען צינור מאולתר אשר בכוחו להמית אדם, ובמועד מסוים הוא מסר את המטען לסוכן משטרתי;",CIR_TYPE_WEP,Hofit,train
"על פני הדברים, ומבלי לפגוע בקביעת המומחה כי בכוחו של המטען כאן להמית, הרי שמאפייני המטען – חומר נפץ הודף, בכמות קטנה יחסית, בתוך צינור מתכתי, שמנגנון ההפעלה שלו הוא הצתת פתיל באורך של כ- 10 ס""מ – מתונים יחסית;",CIR_TYPE_WEP,Hofit,train
"על פני הדברים, ומבלי לפגוע בקביעת המומחה כי בכוחו של המטען כאן להמית, הרי שמאפייני המטען – חומר נפץ הודף, בכמות קטנה יחסית, בתוך צינור מתכתי, שמנגנון ההפעלה שלו הוא הצתת פתיל באורך של כ- 10 ס""מ – מתונים יחסית;",CIR_TYPE_WEP,Hofit,train
"ציין כי לא יוחסה לנאשם עבירה של ייצור נשק או סחר בו, אלא נטען כי הוא החזיק, יחד עם אחרים, במטען צינור מאולתר;",CIR_TYPE_WEP,Hofit,train
"ב""כ המאשימה הדגיש בטיעוניו את חומרת עבירות הנשק וציין, כי מדובר בתת מקלע ארוך ותקני, כך שפוטנציאל הנזק הצפוי ממנו הוא גבוה ועשוי להיות קטלני, מה גם שהנאשם הצטייד בתחמושת מתאימה שהייתה זמינה ברכבו;",CIR_TYPE_WEP,Hofit,train
"ב""כ המאשימה הדגיש בטיעוניו את חומרת עבירות הנשק וציין, כי מדובר בתת מקלע ארוך ותקני, כך שפוטנציאל הנזק הצפוי ממנו הוא גבוה ועשוי להיות קטלני, מה גם שהנאשם הצטייד בתחמושת מתאימה שהייתה זמינה ברכבו;",CIR_TYPE_WEP,Hofit,train
"באותה העת נשא הנאשם ברכבו תת מקלע מסוג עוזי (להלן: ""הנשק"");",CIR_TYPE_WEP,Hofit,train
"באותה העת נשא הנאשם ברצפת הרכב, בקרבת מושב הנהג, תיק ובו הנשק, שתי מחסניות בהן 15 כדורים, כת ורצועת נשק, וזאת כאשר הנאשם לא היה בעל רישיון לשאת את הנשק;",CIR_TYPE_WEP,Hofit,train
"באותה העת נשא הנאשם ברצפת הרכב, בקרבת מושב הנהג, תיק ובו הנשק, שתי מחסניות בהן 15 כדורים, כת ורצועת נשק, וזאת כאשר הנאשם לא היה בעל רישיון לשאת את הנשק;",CIR_TYPE_WEP,Hofit,train
"באותה העת נשא הנאשם ברצפת הרכב, בקרבת מושב הנהג, תיק ובו הנשק, שתי מחסניות בהן 15 כדורים, כת ורצועת נשק, וזאת כאשר הנאשם לא היה בעל רישיון לשאת את הנשק;",CIR_TYPE_WEP,Hofit,train
"בכך, חמור עניינו של הנאשם ממקרה של נשיאת נשק בעל קנה קצר, מסוג אקדח;",CIR_TYPE_WEP,Hofit,train
הנאשם החזיק בתחמושת זמינה לשימוש בסמוך לנשק ויש בכך חומרה נוספת;,CIR_TYPE_WEP,Hofit,train
הנאשם החזיק בתחמושת זמינה לשימוש בסמוך לנשק ויש בכך חומרה נוספת;,CIR_TYPE_WEP,Hofit,train
"הנאשם נסע ברכבו עם נשק ומחסניות עם תחמושת מתאימה, הוא יצא עם הנשק מהרכב ולא הסס להציגו לאחרים במקום ציבורי;",CIR_TYPE_WEP,Hofit,train
"הנאשם נסע ברכבו עם נשק ומחסניות עם תחמושת מתאימה, הוא יצא עם הנשק מהרכב ולא הסס להציגו לאחרים במקום ציבורי;",CIR_TYPE_WEP,Hofit,train
"הנאשם נסע ברכבו עם נשק ומחסניות עם תחמושת מתאימה, הוא יצא עם הנשק מהרכב ולא הסס להציגו לאחרים במקום ציבורי;",CIR_TYPE_WEP,Hofit,train
"עוד התחשבתי בכך שעסקינן בתת מקלע תיקני, המאפשר ירי לטווח רחוק המיועד לפי טיבו ומהותו לפגיעה משמעותית באדם, והוא בעל פוטנציאל קטילה של ממש;",CIR_TYPE_WEP,Hofit,train
אשר למתחם העונש ההולם טענה שזה נע בין שנה לשלוש שנות מאסר ויש למקם את הנאשם בתחתית המתחם אף ששיקולי הרתעת היחיד והרבים מחייבים החמרה נוספת בעונשו;,PUNISHMENT,Michael,train
"באת-כוח המאשימה, עו""ד יפעת פנחסי נבו, עתרה לגזור על הנאשם  12 חודשי מאסר בפועל, מאסר על תנאי וקנס;",PUNISHMENT,Michael,train
"בהתאם לתיקון 113 לחוק העונשין (סעיף 40 י""ג), ולאחר שקלול מכלול הנסיבות והשיקולים הרלוונטיים, סבורני שמתחם העונש ההולם את המעשה נע בטווח שבין 20-8 חודשי מאסר בפועל לצד מאסר מותנה וקנס;",PUNISHMENT,Michael,train
"לאחר שנתתי דעתי לכלל הנסיבות שאינן קשורות בביצוע העבירה הגעתי לכלל מסקנה שיש למקם את הנאשם בחלק התחתון של מתחם העונש ההולם, קרי, לגזור עליו מאסר בן שמונה חודשים לצד מאסר על תנאי וקנס;",PUNISHMENT,Michael,train
"מאסר בן  שמונה חודשים שאותו יישא הנאשם בעבודות שירות, זאת על פי קביעת הממונה על עבודות שירות בשב""ס;",PUNISHMENT,Michael,train
מאסר בן שישה חודשים שאותו לא יישא הנאשם אלא אם יעבור בתוך שלוש שנים מהיום עבירת נשק ויורשע בה בתוך התקופה או לאחריה;,PUNISHMENT,Michael,train
"קנס בסך 1,500 ₪ או 10  ימי מאסר תמורתו;",PUNISHMENT,Michael,train
"בהתחשב בכל המפורט לעיל, אני סבור כי מתחם העונש ההולם לעבירה בה הורשע הנאשם נע בין 8 לבין 30 חודשי מאסר בפועל;",PUNISHMENT,Michael,train
"5 חודשי מאסר על תנאי והתנאי הוא שבמשך 3 שנים מהיום, הנאשם לא יבצע עבירת נשק מסוג עוון;",PUNISHMENT,Michael,train
"לסיכום, סבורני כי העונש הראוי הוא עונש של שישה חודשי מאסר שירוצו בעבודות שירות ואין מקום לחרוג מעונש זה, וזאת משני טעמים עיקריים: ראשית, העובדה שעונש מאסר לתקופה קצרה יותר, הינו בגדר סטיה ממתחם העונש ההולם בעבירות של החזקת נשק על רקע של תחושת איום והגנה עצמית; שנית, העובדה שהדבר מקדם את עיקרון האחידות בענישה בין הנאשם שבפני לבין אחיו ודודו שנשאבו גם הם לאותו סכסוך וביצעו עבירות דומות;",PUNISHMENT,Michael,train
"על כן, הנני קובע כי מתחם העונש ההולם בעבירה נשוא כתב האישום נע בין 6 חודשי מאסר בפועל ל-20 חודשי מאסר בפועל;",PUNISHMENT,Michael,train
