Text,Label,Case
"הנאשם גנב את הרימונים והכניסם לתיק הגב שלו, ולמחרת יצא מהבסיס לביתו, עם הרימונים, בכוונה למכרם;",CIR_PURPOSE_WEP,train
"הנאשם ניצל את היותו חייל בצה""ל ואת נגישותו לרימונים וגנב מהבסיס בו הוא משרת רימוני יד ורימוני הלם בכוונה למכרם לשם רווח כספי;",CIR_PURPOSE_WEP,train
"הנאשם ניצל את היותו חייל בצה""ל ואת נגישותו לרימונים וגנב מהבסיס בו הוא משרת רימוני יד ורימוני הלם בכוונה למכרם לשם רווח כספי;",CIR_PURPOSE_WEP,train
"הנאשם ניצל את היותו חייל בצה""ל ואת נגישותו לרימונים וגנב מהבסיס בו הוא משרת רימוני יד ורימוני הלם בכוונה למכרם לשם רווח כספי;",CIR_PURPOSE_WEP,train
"הנאשם ניצל את היותו חייל בצה""ל ואת נגישותו לרימונים וגנב מהבסיס בו הוא משרת רימוני יד ורימוני הלם בכוונה למכרם לשם רווח כספי;",CIR_PURPOSE_WEP,train
הנשק אשר סחר בו הינו נשק התקפי מסוכן אשר עלול היה להגיע לידי גורמים עוינים ולשמש את הטרור המשתולל כנגד אזרחים חפים מפשע;,CIR_PURPOSE_WEP,train
הנשק אשר סחר בו הינו נשק התקפי מסוכן אשר עלול היה להגיע לידי גורמים עוינים ולשמש את הטרור המשתולל כנגד אזרחים חפים מפשע;,CIR_PURPOSE_WEP,train
"הסיבה שהביאה את הנאשם לבצע את העבירה היא הרצון להשיג כסף, במהירות ובקלות;",CIR_PURPOSE_WEP,train
"לשם השוואה, יוזכר, כי שם דובר ברימון הלם אחד ואילו כאן מדובר בשבעה רימונים – מסוג גז והלם – וכן שכאן הנאשם עצמו גנב את הרימונים מהבסיס בו שירת כחייל בשירות סדיר בצה""ל, לשם מכירתם;",CIR_PURPOSE_WEP,train
"לשם השוואה, יוזכר, כי שם דובר ברימון הלם אחד ואילו כאן מדובר בשבעה רימונים – מסוג גז והלם – וכן שכאן הנאשם עצמו גנב את הרימונים מהבסיס בו שירת כחייל בשירות סדיר בצה""ל, לשם מכירתם;",CIR_PURPOSE_WEP,train
"לשם השוואה, יוזכר, כי שם דובר ברימון הלם אחד ואילו כאן מדובר בשבעה רימונים – מסוג גז והלם – וכן שכאן הנאשם עצמו גנב את הרימונים מהבסיס בו שירת כחייל בשירות סדיר בצה""ל, לשם מכירתם;",CIR_PURPOSE_WEP,train
מצוקה כלכלית אינה יכולה להצדיק עבירות מהסוג שביצע המשיב וכנגד הפיתוי הכספי הטמון בסחר בנשק יש להטיל עונשים שיהיה בהם כדי להרתיע עבריינים בכוח;,CIR_PURPOSE_WEP,train
מצוקה כלכלית אינה יכולה להצדיק עבירות מהסוג שביצע המשיב וכנגד הפיתוי הכספי הטמון בסחר בנשק יש להטיל עונשים שיהיה בהם כדי להרתיע עבריינים בכוח;,CIR_PURPOSE_WEP,train
"הנשק לא הוחזק על מנת לפגוע באחרים, אלא על מנת להתרברב בחתונות;",CIR_PURPOSE_WEP,train
"הסביר כי רכש את הנשק לשימוש ""ראוותני באירועים משפחתיים"";",CIR_PURPOSE_WEP,train
"הסביר כי רכש את הנשק לשימוש ""ראוותני באירועים משפחתיים"";",CIR_PURPOSE_WEP,train
"בהתייחסה לטענת ההגנה בנוגע לנסיבות מציאת האקדח, טענה שאלה אינן נסיבות מקלות שכן החזקת אקדח שעה שסכסוך אשר גרם למות אחיו של הנאשם עודנו פעיל, מקימה פוטנציאל לשימוש בו במסגרת הסכסוך;",CIR_PURPOSE_WEP,train
"בהתייחסה לטענת ההגנה בנוגע לנסיבות מציאת האקדח, טענה שאלה אינן נסיבות מקלות שכן החזקת אקדח שעה שסכסוך אשר גרם למות אחיו של הנאשם עודנו פעיל, מקימה פוטנציאל לשימוש בו במסגרת הסכסוך;",CIR_PURPOSE_WEP,train
"בהתייחסה לטענת ההגנה בנוגע לנסיבות מציאת האקדח, טענה שאלה אינן נסיבות מקלות שכן החזקת אקדח שעה שסכסוך אשר גרם למות אחיו של הנאשם עודנו פעיל, מקימה פוטנציאל לשימוש בו במסגרת הסכסוך;",CIR_PURPOSE_WEP,train
"הנאשם ניצל את זכותו למילה האחרונה ובדבריו לפניי כשהוא בוכה, סיפר שהוא קשור מאוד לילדים ולמשפחה, ושלקח את האקדח כיוון שחפץ למנוע בעיות וכדי שאף אחד לא יפגע;",CIR_PURPOSE_WEP,train
"הנאשם ניצל את זכותו למילה האחרונה ובדבריו לפניי כשהוא בוכה, סיפר שהוא קשור מאוד לילדים ולמשפחה, ושלקח את האקדח כיוון שחפץ למנוע בעיות וכדי שאף אחד לא יפגע;",CIR_PURPOSE_WEP,train
"הנאשם ניצל את זכותו למילה האחרונה ובדבריו לפניי כשהוא בוכה, סיפר שהוא קשור מאוד לילדים ולמשפחה, ושלקח את האקדח כיוון שחפץ למנוע בעיות וכדי שאף אחד לא יפגע;",CIR_PURPOSE_WEP,train
"כאשר מדובר בנשק שעל-פי טיבו אינו מיועד להגנה עצמית וכל כולו נשק התקפי רב עוצמה אשר השימוש בו יכול להביא להרג ללא הבחנה, יש בעבירת ההחזקה והנשיאה של אותו נשק חומרה מיוחדת;",CIR_PURPOSE_WEP,train
"הנאשם אף שלל, כי החזיק בנשק על רקע סכסוך;",CIR_PURPOSE_WEP,train
"הנאשם שלל כוונה לעשות שימוש בנשק, וטען שלא הייתה לו כוונה לאיים בעזרתו;",CIR_PURPOSE_WEP,train
"בהתייחסה לטענת ההגנה בנוגע לנסיבות מציאת האקדח, טענה שאלה אינן נסיבות מקלות שכן החזקת אקדח שעה שסכסוך אשר גרם למות אחיו של הנאשם עודנו פעיל, מקימה פוטנציאל לשימוש בו במסגרת הסכסוך;",CIR_OBTAIN_WAY_WEP,train
"הנאשם ניצל את זכותו למילה האחרונה ובדבריו לפניי כשהוא בוכה, סיפר שהוא קשור מאוד לילדים ולמשפחה, ושלקח את האקדח כיוון שחפץ למנוע בעיות וכדי שאף אחד לא יפגע;",CIR_OBTAIN_WAY_WEP,train
הנאשם סיפר שמצא את האקדח בבית אחיו לאחר שזה נרצח;,CIR_OBTAIN_WAY_WEP,train
הסיבות שהביאו את הנאשם לבצע את העבירה; כאמור טענה ההגנה שהנאשם מצא את האקדח והמחסנית בבית אחיו שנרצח ולקח אותו לחזקתו מחשש שילדיו הקטנים של אחיו ייפגעו;,CIR_OBTAIN_WAY_WEP,train
לדבריו החביא אותו מחשש שיגיע לידי ילדיו של אחיו וטען שלא ידע קודם לכן שאחיו מחזיק באקדח;,CIR_OBTAIN_WAY_WEP,train
"עוד הוסכם שההגנה תטען שהנאשם מצא אקדח ומחסנית ריקה בבית אחיו שנרצח, חשש שילדיו הקטנים של האח ישחקו באקדח, פחד לדווח למשטרה, ועל כן לקח את האקדח והמחסנית לביתו, והמאשימה לא תביא ראיות לסתור עובדות אלה;",CIR_OBTAIN_WAY_WEP,train
"באשר לעבירה נושא כתב האישום, שירות המבחן ציין כי מדבריו של הנאשם עלה כי שמר על הנשק עבור אחר בתמורה לתשלום כספי;",CIR_OBTAIN_WAY_WEP,train
"מתסקיר שירות המבחן עולה כי הנאשם החזיק את הנשק והתחמושת עבור אדם אחר, בתמורה לתשלום כספי;",CIR_OBTAIN_WAY_WEP,train
"על פי עובדות כתב האישום בתאריך 30;9;11 נגנב מבית בתחומי העיר רמת גן אקדח מסוג ""קולט"" 9 מ""מ בצבע כסף (להלן: האקדח);",CIR_OBTAIN_WAY_WEP,train
"בהמשך למתואר, שוחח הנאשם עם אחר, שזהותו אינה ידועה למאשימה (להלן: ""האחר""), במטרה לברר היכן הנשק שבכוונתו למכור לסוכן ובניסיון לזרז את הגעתו למקום;",CIR_OBTAIN_WAY_WEP,train
"הנאשם ביקש מהאחר להביא לו את הנשק ""המקולקל"" בכל זאת;",CIR_OBTAIN_WAY_WEP,train
"לנאשם אין מאגר נשק אותו הוא מוכר, הוא פועל באמצעות אחרים, תמורת רווח כספי מסוים;",CIR_OBTAIN_WAY_WEP,train
מכתב האישום עולה כי הנאשם ידע למי לפנות כדי לקבל נשק ואף השיג נשק ותחמושת עבור הסוכן;,CIR_OBTAIN_WAY_WEP,train
"לעניין המעשים טען כי הנאשם מצא את הנשק, וכי הירי נעשה בחוסר שליטה מוחלט בשל כך כי שתה אלכוהול;",CIR_OBTAIN_WAY_WEP,train
"עוד טען כי הנשק לא נועד כדי לבצע נקמה, אלא הנאשם מצא אותו בדרכו הביתה, הנשק לא גרם נזק לאדם או לרכוש;",CIR_OBTAIN_WAY_WEP,train
"התכנון שקדם לביצוע העבירות- הדעת נותנת כי הנאשם תכנן את ביצוע עבירת החזקת הנשק, התחמושת והאביזרים בשל האופן בו הוסלקו הפריטים, גם אם הנאשם קיבל את הנשק והתחמושת מחבר משפחה;",CIR_OBTAIN_WAY_WEP,train
עם זאת טען כי המזוודה הגיעה אליו מחבר משפחה שביקשו לאחסנה ופעל לתפיסתו מתוך תחושת מחויבות ורצון להשתייכות;,CIR_OBTAIN_WAY_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_OBTAIN_WAY_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_OBTAIN_WAY_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_OBTAIN_WAY_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_OBTAIN_WAY_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_OBTAIN_WAY_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_OBTAIN_WAY_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_OBTAIN_WAY_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_OBTAIN_WAY_WEP,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_OBTAIN_WAY_WEP,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_OBTAIN_WAY_WEP,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_OBTAIN_WAY_WEP,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_OBTAIN_WAY_WEP,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_OBTAIN_WAY_WEP,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_OBTAIN_WAY_WEP,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_OBTAIN_WAY_WEP,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_OBTAIN_WAY_WEP,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_OBTAIN_WAY_WEP,train
"השניים תיאמו, כי הנאשם יגיע למקום מגוריו של סעדו בג'סר א-זרקא, ימסור לו את הנשק ויקבל לידיו מסעדו את התשלום עבורו;",CIR_OBTAIN_WAY_WEP,train
"השניים תיאמו, כי הנאשם יגיע למקום מגוריו של סעדו בג'סר א-זרקא, ימסור לו את הנשק ויקבל לידיו מסעדו את התשלום עבורו;",CIR_OBTAIN_WAY_WEP,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_OBTAIN_WAY_WEP,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_OBTAIN_WAY_WEP,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_OBTAIN_WAY_WEP,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_OBTAIN_WAY_WEP,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_OBTAIN_WAY_WEP,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_OBTAIN_WAY_WEP,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_OBTAIN_WAY_WEP,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_OBTAIN_WAY_WEP,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_OBTAIN_WAY_WEP,train
"בהתחשב בכמות הרימונים שנגנבו, בעובדה שהגניבה היתה מבסיס צה""ל על ידי חייל צה""ל, ובכוונת הנאשם למכור את הרימונים, וכן בעובדה שהרימונים הם רימוני גז והלם ולא רימוני רסס, הרי שמידת הפגיעה בערכים המוזכרים הינה בינונית- גבוהה;",CIR_OBTAIN_WAY_WEP,train
"בהתחשב בכמות הרימונים שנגנבו, בעובדה שהגניבה היתה מבסיס צה""ל על ידי חייל צה""ל, ובכוונת הנאשם למכור את הרימונים, וכן בעובדה שהרימונים הם רימוני גז והלם ולא רימוני רסס, הרי שמידת הפגיעה בערכים המוזכרים הינה בינונית- גבוהה;",CIR_OBTAIN_WAY_WEP,train
"בהתחשב בכמות הרימונים שנגנבו, בעובדה שהגניבה היתה מבסיס צה""ל על ידי חייל צה""ל, ובכוונת הנאשם למכור את הרימונים, וכן בעובדה שהרימונים הם רימוני גז והלם ולא רימוני רסס, הרי שמידת הפגיעה בערכים המוזכרים הינה בינונית- גבוהה;",CIR_OBTAIN_WAY_WEP,train
"ביום 06;01;16 בשעות הערב גנב הנאשם מהבסיס ארבעה רימוני יד/מדוכה מספר 400 ושלושה רימוני יד הלם סינוור M7290 אשר נמצאים בשימוש צה""ל ובכוחם להזיק לאדם בעת פעולתם (להלן: ""הרימונים""), וזאת מתוך כוונה למכרם לשם רווח כספי;",CIR_OBTAIN_WAY_WEP,train
"ביום 06;01;16 בשעות הערב גנב הנאשם מהבסיס ארבעה רימוני יד/מדוכה מספר 400 ושלושה רימוני יד הלם סינוור M7290 אשר נמצאים בשימוש צה""ל ובכוחם להזיק לאדם בעת פעולתם (להלן: ""הרימונים""), וזאת מתוך כוונה למכרם לשם רווח כספי;",CIR_OBTAIN_WAY_WEP,train
"ביום 06;01;16 בשעות הערב גנב הנאשם מהבסיס ארבעה רימוני יד/מדוכה מספר 400 ושלושה רימוני יד הלם סינוור M7290 אשר נמצאים בשימוש צה""ל ובכוחם להזיק לאדם בעת פעולתם (להלן: ""הרימונים""), וזאת מתוך כוונה למכרם לשם רווח כספי;",CIR_OBTAIN_WAY_WEP,train
"ביום 06;01;16 בשעות הערב גנב הנאשם מהבסיס ארבעה רימוני יד/מדוכה מספר 400 ושלושה רימוני יד הלם סינוור M7290 אשר נמצאים בשימוש צה""ל ובכוחם להזיק לאדם בעת פעולתם (להלן: ""הרימונים""), וזאת מתוך כוונה למכרם לשם רווח כספי;",CIR_OBTAIN_WAY_WEP,train
"הנאשם גנב את הרימונים והכניסם לתיק הגב שלו, ולמחרת יצא מהבסיס לביתו, עם הרימונים, בכוונה למכרם;",CIR_OBTAIN_WAY_WEP,train
"הנאשם גנב את הרימונים והכניסם לתיק הגב שלו, ולמחרת יצא מהבסיס לביתו, עם הרימונים, בכוונה למכרם;",CIR_OBTAIN_WAY_WEP,train
"הנאשם ניצל את היותו חייל בצה""ל ואת נגישותו לרימונים וגנב מהבסיס בו הוא משרת רימוני יד ורימוני הלם בכוונה למכרם לשם רווח כספי;",CIR_OBTAIN_WAY_WEP,train
"הנאשם ניצל את היותו חייל בצה""ל ואת נגישותו לרימונים וגנב מהבסיס בו הוא משרת רימוני יד ורימוני הלם בכוונה למכרם לשם רווח כספי;",CIR_OBTAIN_WAY_WEP,train
"הנאשם ניצל את היותו חייל בצה""ל ואת נגישותו לרימונים וגנב מהבסיס בו הוא משרת רימוני יד ורימוני הלם בכוונה למכרם לשם רווח כספי;",CIR_OBTAIN_WAY_WEP,train
"הנאשם ניצל את היותו חייל בצה""ל ואת נגישותו לרימונים וגנב מהבסיס בו הוא משרת רימוני יד ורימוני הלם בכוונה למכרם לשם רווח כספי;",CIR_OBTAIN_WAY_WEP,train
"הנאשם מסר לידי המוכר 20,000 ₪ במזומן וקיבל מידיו את הנשק וכן מחסנית תואמת;",CIR_OBTAIN_WAY_WEP,train
"הנאשם מסר לידי המוכר 20,000 ₪ במזומן וקיבל מידיו את הנשק וכן מחסנית תואמת;",CIR_OBTAIN_WAY_WEP,train
הנאשם נסע לחברון ונפגש עם אדם שהציע לו לקנות את הנשק;,CIR_OBTAIN_WAY_WEP,train
הנאשם נסע לחברון ונפגש עם אדם שהציע לו לקנות את הנשק;,CIR_OBTAIN_WAY_WEP,train
"תמימותו של הנאשם אשר קנה נשק בשטחי A ללא תחמושת, בתמורה למחיר מופרז של 20,000 ₪ מלמדת כי הוא רחוק מעולם הפשע;",CIR_OBTAIN_WAY_WEP,train
"תמימותו של הנאשם אשר קנה נשק בשטחי A ללא תחמושת, בתמורה למחיר מופרז של 20,000 ₪ מלמדת כי הוא רחוק מעולם הפשע;",CIR_OBTAIN_WAY_WEP,train
"תמימותו של הנאשם אשר קנה נשק בשטחי A ללא תחמושת, בתמורה למחיר מופרז של 20,000 ₪ מלמדת כי הוא רחוק מעולם הפשע;",CIR_OBTAIN_WAY_WEP,train
היעדר תכנון שקדם לביצוע העבירה; כאמור העבירה לא נעברה לאחר תכנון מוקדם אלא שהאקדח נקרה בדרכו של הנאשם לאחר רצח אחיו והוא נטל אותו לחזקתו;,CIR_OBTAIN_WAY_WEP,train
היעדר תכנון שקדם לביצוע העבירה; כאמור העבירה לא נעברה לאחר תכנון מוקדם אלא שהאקדח נקרה בדרכו של הנאשם לאחר רצח אחיו והוא נטל אותו לחזקתו;,CIR_OBTAIN_WAY_WEP,train
היעדר תכנון שקדם לביצוע העבירה; כאמור העבירה לא נעברה לאחר תכנון מוקדם אלא שהאקדח נקרה בדרכו של הנאשם לאחר רצח אחיו והוא נטל אותו לחזקתו;,CIR_OBTAIN_WAY_WEP,train
"ביום 27;03;2019, בעת חיפוש שנערך בביתו של הנאשם, נמצאו האקדח והמחסנית מוסלקים בתוך כובע גרב בחדר השינה בביתו;",CIR_HELD_WAY_WEP,train
"בנסיבות התיק, נמצא הנאשם מחזיק באקדח מוסלק בתוך מגבת על רצפת רכב שבו נהגה אחותו, ובמחסנית עם 9 כדורים בתוכה אשר הונחה בדלת הנהג;",CIR_HELD_WAY_WEP,train
"החזקת האקדח ברשות הנאשם כשהוא מוסתר פותחת פתח של  זמינות לשימוש בו, ומשמרת זמינות זו לאורך זמן ועד למועד שבו אפשר שייעשה בו שימוש מצד הנאשם או מצד אחרים;",CIR_HELD_WAY_WEP,train
הנאשם הורשע במסגרת הסדר טיעון שלא כלל הסכמה עונשית בכך שהחזיק בארון בגדים בחדר השינה שלו בתת מקלע מאולתר ובמחסנית מלאה ב-21 כדורים;,CIR_HELD_WAY_WEP,train
"חלקו היחסי של הנאשם בביצוע העבירה; כאמור, על פי המצע העובדתי שפרשה ההגנה, לקח הנאשם את האקדח והטמינו בביתו בתוך כובע גרב שהונח בחדר השינה שלו, עד שמסרו לשוטרים אשר הגיעו לערוך חיפוש בביתו;",CIR_HELD_WAY_WEP,train
"על פי עובדות כתב האישום, מספר ימים עובר ליום 27;03;2019, החל ממועד שאינו ידוע במדויק, החזיק הנאשם בביתו אקדח מסוג CARRERA בקוטר 9 מ""מ (להלן: ""האקדח""), וכן, מחסנית ריקה;",CIR_HELD_WAY_WEP,train
"בנוסף, החזיק הנאשם במחסן ב-200 כדורי אקדח 9 מ""מ ו-11 כדורי אקדח 5;56 מ""מ, כשהם מוסלקים בתוך תיק גב שחור;",CIR_HELD_WAY_WEP,train
"על פי הנטען, התחמושת הוסתרה ע""י הנאשם בתוך גרב, שהוכנס יחד עם הרובה לשקית אדומה, אשר הוסלקה ברכב צעצוע ממונע;",CIR_HELD_WAY_WEP,train
"על פי עובדות כתב האישום המתוקן (במ/1), במהלך כשבועיים עובר ליום 27;04;2015 החזיק הנאשם במחסן הצמוד לביתו שברח' אסף הרופא 15 בתל אביב (להלן: ""המחסן"") בתת-מקלע מאולתר (ראו תמונה ת/1; להלן: ""הרובה"") ובו מחסנית ריקה; 14 כדורי אקדח 9 מ""מ; 4 כדורי אקדח 5;56 מ""מ; ו-2 כדורי אקדח 6;35 מ""מ (להלן: ""התחמושת"");",CIR_HELD_WAY_WEP,train
"בהמשך, נסעו הנאשמים יחדיו ברכב ברחוב בו מתגוררים חלק מבני משפחת אבו גריבה, שהם נושאים עימם את האקדחים"";",CIR_HELD_WAY_WEP,train
בתאריך 8;1;12 החזיק הנאשם בחצר משפחתו שבתחומי העיר לוד את האקדח ובתוכו מחסנית ובה שישה כדורים כשהוא מוסלק בתוך מכולה ועטוף בגרב;,CIR_HELD_WAY_WEP,train
"בהגיעו למקום, התקרב הנאשם לרכב בו נסע הסוכן והניח על רצפת הרכב, בין רגליו של הסוכן, שקית ובה נשק מסוג קרלו שבכוחו להמית אדם, וכן מחסנית תואמת;",CIR_HELD_WAY_WEP,train
"כאשר הגיעו למקום, התקרב הנאשם לרכב בו נסע הסוכן, כשבאמתחתו ארגז מלא בתחמושת מסוג M16 (להלן: ""הארגז"");",CIR_HELD_WAY_WEP,train
"באותו מועד, בין השעה 00:30 לערך ועד השעה 3:00, התהלך הנאשם בתוך מתחם ביתו, שהינו מתחם המורכב ממספר בתים מאוכלסים, בין החצר הקדמית לבין החצר האחורית, כשהוא נושא את הנשק, טען מחסניות בכדורים וטען את הנשק במחסניות;",CIR_HELD_WAY_WEP,train
"במקרה זה הפגיעה בערכים אלו בינונית, הירי בוצע בתוך מתחם מגורים מאוכלס, והביא להזעקת המשטרה למקום, רק בנס לא נגרם נזק מהירי או משמוש לאחר מכן בתת המקלע שהושאר במקום כשהוא טעון בכדור בבית הבליעה;",CIR_HELD_WAY_WEP,train
"בעניין זובידאת שלעיל, אליו הפנתה ב""כ המאשימה, שני המערערים הורשעו בעבירה של נשיאה והובלת נשק, ירי באזור מגורים, איומים וקשירת קשר לביצוע פשע על כך שהצטיידו, על רקע סכסוך משפחתי, באקדח ובתחמושת והגיעו ברכב אל חצר ביתו של המתלונן, ובעודם נוסעים ברכב ירה אחד מהם מבעד לחלון הרכב מספר יריות, אשר פגעו בקירות הבית ובחלון;",CIR_HELD_WAY_WEP,train
